called_strike,0,0,-0.698,1.382,3.81,1.69
swinging_strike,0,1,0.529,3.133,3.74,1.76
foul_tip,0,2,0.55,2.039,3.74,1.76
ball,0,0,1.14,2.489,3.76,1.76
ball,1,0,1.276,1.832,3.91,1.83
hit_into_play,2,0,0.472,2.737,3.76,1.76
hit_into_play,0,0,-0.027,3.337,3.76,1.76
ball,0,0,-1.596,3.546,3.76,1.76
hit_into_play_score,1,0,-0.449,2.883,3.84,1.76
swinging_strike,0,0,-0.664,1.734,3.76,1.74
called_strike,0,1,-0.871,1.847,3.81,1.85
ball,0,2,-1.938,2.535,3.89,1.89
swinging_strike,1,2,0.267,2.459,3.84,1.76
ball,0,0,-1.286,1.589,3.83,1.73
called_strike,1,0,-0.966,2.205,3.72,1.73
ball,1,1,0.493,1.356,3.72,1.73
foul,2,1,0.28,2.05,3.72,1.73
swinging_strike_blocked,2,2,-0.855,0.655,3.72,1.73
ball,0,0,-1.461,2.535,3.83,1.73
ball,1,0,1,1.988,3.97,1.73
foul,2,0,0.582,2.881,3.72,1.73
swinging_strike,2,1,0.537,1.609,3.72,1.73
hit_into_play_score,2,2,-0.193,2.846,3.72,1.73
called_strike,0,0,-0.271,3.16,3.96,1.73
ball,0,1,-0.768,1.193,3.89,1.73
ball,1,1,-0.712,4.038,3.82,1.73
hit_into_play,2,1,0.072,3.13,3.72,1.73
swinging_strike,0,0,0.627,1.528,3.72,1.73
ball,0,1,0.933,2.068,3.96,1.73
foul,1,1,-0.721,1.944,3.72,1.73
ball,1,2,0.543,1.34,3.89,1.73
foul,2,2,0.686,1.934,3.72,1.73
ball,2,2,0.684,3.397,3.93,1.73
foul,3,2,0.718,2.955,3.72,1.73
foul,3,2,-0.384,3.297,3.72,1.73
foul,3,2,0.676,1.764,3.72,1.73
hit_into_play_no_out,3,2,0.173,2.652,3.72,1.73
foul,0,0,0.257,2.779,3.73,1.74
ball,0,1,0.489,4.298,3.79,1.78
ball,1,1,-0.319,1.284,3.79,1.76
called_strike,2,1,0.12,3.062,3.83,1.82
ball,2,2,-1.182,2.729,3.86,1.82
foul,3,2,-0.321,1.055,3.73,1.74
ball,3,2,-1.798,1.7,3.69,1.76
swinging_strike,0,0,-0.716,2.051,3.73,1.74
ball,0,1,1.069,2.63,3.87,1.79
called_strike,1,1,-0.711,2.114,3.83,1.79
foul,1,2,-0.55,1.242,3.73,1.74
ball,1,2,1.088,3.098,3.83,1.83
ball,2,2,0.218,1.271,3.83,1.76
foul_tip,3,2,0.42,1.651,3.73,1.74
ball,0,0,0.804,1.728,3.76,1.72
called_strike,1,0,0.641,1.821,3.85,1.79
foul,1,1,-0.563,2.334,3.73,1.74
blocked_ball,1,2,-0.572,0.804,3.89,1.79
hit_into_play,2,2,0.001,2.779,3.73,1.74
called_strike,0,0,-0.674,2.51,3.86,1.82
ball,0,1,1.521,1.807,3.85,1.78
ball,1,1,-1.37,2.934,3.82,1.85
foul,2,1,0.47,2.195,3.73,1.74
